input_id,body,mood,scene,flavor_preference,temperature_preference,limits,推荐方向,top1_recipe_id,top1_name,top1_score,top1_reason,top2_recipe_id,top2_name,top2_score,top2_reason,top3_recipe_id,top3_name,top3_score,top3_reason,manual_choice,manual_note
U0046,疲劳,平静,家/宿舍,甜感,常温,低糖、乳糖不耐慎用,低糖常温甜感型,R022,苹果茉莉绿茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：甜感；匹配你的冷热偏好：常温；已考虑你的健康约束：低糖、乳糖不耐慎用,R030,芒果红茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：甜感；匹配你的冷热偏好：常温；已考虑你的健康约束：低糖、乳糖不耐慎用,R039,茉莉花白茶,0.8053,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：甜感；已考虑你的健康约束：低糖、乳糖不耐慎用,,
U0047,疲劳,紧张,家/宿舍、图书馆/自习室,清爽、果香、花香,常温,低糖、咖啡因敏感慎用,低糖常温清爽果香型,R038,菊花柠檬草,0.8056,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、花香；已考虑你的健康约束：低糖、咖啡因敏感慎用,R045,荷叶陈皮,0.8056,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、花香；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.8055,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、花香；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0048,良好,烦躁,图书馆/自习室,清爽、酸感、甜感,热饮,低刺激,低刺激热饮清爽酸感型,R055,薰衣草蓝莓,0.7346,匹配你的感官偏好：清爽、甜感、酸感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.7255,匹配你的感官偏好：清爽、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R045,荷叶陈皮,0.7254,匹配你的感官偏好：清爽、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0049,疲劳、口渴,开心,家/宿舍、健身房/运动场,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型,R090,黑巧椰乳,0.8386,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R083,冷萃咖啡椰子水,0.8402,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R113,椰奶荔枝,0.8386,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0050,良好、疲劳,低落,家/宿舍,奶香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮奶香型,R069,焙茶豆奶,0.8073,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：奶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R030,芒果红茶,0.7059,匹配你的身体状态：疲劳；已考虑你的健康约束：乳糖不耐慎用,R056,陈皮红茶,0.7917,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0051,困倦、感觉有点冷,紧张,地铁/公交/车站、公园/户外,咖啡香、苦感、清爽,热饮,低糖,低糖热饮清爽咖啡香型,R038,菊花柠檬草,0.7973,匹配你的身体状态：感觉有点冷；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R055,薰衣草蓝莓,0.7973,匹配你的身体状态：感觉有点冷；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R045,荷叶陈皮,0.8026,匹配你的身体状态：感觉有点冷；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0052,感觉有点冷,平静,公园/户外,花香、清爽,热饮,低刺激,低刺激热饮清爽花香型,R038,菊花柠檬草,0.8401,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R045,荷叶陈皮,0.8401,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.8401,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0053,困倦,烦躁,学校/教学楼、地铁/公交/车站,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型,R045,荷叶陈皮,0.6749,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.6749,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.6749,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0054,疲劳、感觉有点热,烦躁,图书馆/自习室、公园/户外,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型,R083,冷萃咖啡椰子水,0.7583,匹配你的身体状态：疲劳；匹配你的场景：公园/户外、图书馆/自习室；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.7679,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R012,荔枝茉莉绿茶,0.7679,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0055,疲劳、口渴,烦躁,健身房/运动场、地铁/公交/车站,酸感、气泡感,冷饮,低糖、咖啡因敏感慎用,低糖冷饮气泡感酸感型,R053,百合椰子水,0.7035,匹配你的身体状态：口渴；匹配你的场景：地铁/公交/车站；已考虑你的健康约束：低糖、咖啡因敏感慎用,R050,柠檬草橙子,0.7148,匹配你的身体状态：口渴；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：酸感；已考虑你的健康约束：低糖、咖啡因敏感慎用,R119,椰子水橙子,0.7148,匹配你的身体状态：口渴；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：酸感；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0056,疲劳,烦躁,商场/商业街,奶香、甜感,冷饮,,冷饮奶香甜感型,R009,桃子轻发酵乌龙,0.7955,匹配你的身体状态：疲劳；匹配你的感官偏好：甜感；匹配你的冷热偏好：冷饮,R012,荔枝茉莉绿茶,0.7955,匹配你的身体状态：疲劳；匹配你的感官偏好：甜感；匹配你的冷热偏好：冷饮,R033,草莓茉莉绿茶,0.7955,匹配你的身体状态：疲劳；匹配你的感官偏好：甜感；匹配你的冷热偏好：冷饮,,
U0057,困倦、感觉有点冷,平静,家/宿舍、公园/户外,茶香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型,R038,菊花柠檬草,0.8006,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.8006,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.8006,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0058,疲劳、困倦,平静,家/宿舍、学校/教学楼、图书馆/自习室,茶香、清爽,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽茶香型,R045,荷叶陈皮,0.7627,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7627,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.7626,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0059,良好,开心,商场/商业街,果香、酸感、清爽,热饮,低糖、低刺激,低糖热饮清爽果香型,R050,柠檬草橙子,0.8054,匹配你的身体状态：良好；匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低糖、低刺激,R119,椰子水橙子,0.8054,匹配你的身体状态：良好；匹配你的心情状态：开心；匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：低糖、低刺激,R113,椰奶荔枝,0.7347,匹配你的心情状态：开心；匹配你的场景：商场/商业街；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：低糖、低刺激,,
U0060,良好,开心,地铁/公交/车站,花香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮花香型,R022,苹果茉莉绿茶,0.6891,匹配你的感官偏好：花香；已考虑你的健康约束：乳糖不耐慎用,R030,芒果红茶,0.6633,已考虑你的健康约束：乳糖不耐慎用,R039,茉莉花白茶,0.7339,匹配你的感官偏好：花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0061,良好,紧张,学校/教学楼,清爽、果香,热饮,低糖、低刺激,低糖热饮清爽果香型,R038,菊花柠檬草,0.7717,匹配你的心情状态：紧张；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R045,荷叶陈皮,0.7717,匹配你的心情状态：紧张；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R055,薰衣草蓝莓,0.7716,匹配你的心情状态：紧张；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,,
U0062,良好,开心,学校/教学楼、图书馆/自习室,茶香、苦感、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型,R045,荷叶陈皮,0.6798,匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.6701,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.6701,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0063,疲劳,低落,家/宿舍,茶香、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽茶香型,R091,低因咖啡椰奶,0.8336,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R017,桃子红茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R036,苹果红茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0064,困倦,烦躁,地铁/公交/车站,果香、花香、清爽,冷饮,低糖,低糖冷饮清爽果香型,R053,百合椰子水,0.6848,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、花香；已考虑你的健康约束：低糖,R043,金银花菊花,0.6756,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽、花香；已考虑你的健康约束：低糖,R050,柠檬草橙子,0.6847,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、花香；已考虑你的健康约束：低糖,,
U0065,困倦、感觉有点热,紧张,地铁/公交/车站、公园/户外,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型,R053,百合椰子水,0.6707,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R050,柠檬草橙子,0.6707,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R119,椰子水橙子,0.6707,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,,
U0066,良好,紧张,图书馆/自习室,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型,R045,荷叶陈皮,0.7716,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.7716,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R055,薰衣草蓝莓,0.7715,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0067,困倦,紧张,学校/教学楼、图书馆/自习室,清爽、果香、酸感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽果香型,R038,菊花柠檬草,0.7655,匹配你的心情状态：紧张；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.7655,匹配你的心情状态：紧张；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7716,匹配你的心情状态：紧张；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
